content,score,Label
"Aplikasi terasa ringan saat di gunakan walau pindah2 halaman dan layar live atau tampilan toko. Masih ada seller yang kurang amanah kirim kualitas barang tidak sesuai deskripsi, terutama di barang dg harga murah. All Times laps at shopee So far so good. Adakan Free Gift - bukan voucher belanja, tapi cendramata yg keren kalau di pakai dan jarang yang punya- buat user shopee app sebagai loyalty customer biar lebih happy pakai shopee app. Layanan CS responsif keren. My problem at shopee all solve",5,Positif
"Kami Dari pihak User maupun pengguna Shoppe,ingin banyak terima kasih dalam menggunakan aplikasi shoppe ,dari pengucapan saya(saya belanja tidak pernah salah dalam memilih atau menerima barang)disitulah bahwa shoppe lebih baik!!(salam sejahtera buat shoppe)",5,Positif
"Tolong untuk aplikasinya di beri fitur popup konfirmasi ketika ingin pencet pesanan selesai, fatal banget soalnya pernah kepencet ga sengaja langsung selesai aja, padahal masih proses perjalanan udahmah noncod lagi 😑",1,Negatif
"Untuk MELAYANI KONSUMEN, SARAN SAYA, Tolong ditingkatkan lagi klasifikasi Kriteria penjual nya, agar PENJUAL yang menjual barang barang palsu, atau membuat konsumen kecewa, atau barang tidak sesuai dengan deskripsi dilapak, untuk di BLOCKiR permanen dari SHOPEE. Trimakasih sebelumnya",4,Positif
"baru kali ini saya kcewa, saldo top up Shopepay saya blum masuk syaa top up ngga sedikit kata cs nya harus nunggu 1x 24jam biasanya suka langsung masuk, tolong di perbaiki lagi biar gada kejadian kya gini lagi",1,Negatif
"terpercaya😊😊 Bertahun2 pakai shopee selalu puas. Kalau ada kendala, shopee selalu bisa menyelesaikan secara baik. Sebagai konsumen saya sangat merasa terbantu sekali karena memudahkan belanja online. Best shopee.",5,Positif
Parah banget y shopee sekarang masa saya cek status pesanan ya gak muncul di aplikasi ya gimana mau lihat posisi driver ya berada di mana kayak waktu itu itu lagi saya udah batalkan pesanan ya malah tiba-tiba muncul pesanan ya yang ke dua tolong dong perbaiki lagi sistem operasi shopee ya padahal saya udah saya apus cache tetap aja gak muncul juga sekarang shopee ya saya udah gak nyaman,1,Negatif
"Ketika awal App dibuka fitur video muncul , ketika App di close suara dan video shopee masih ada dan sangat menganggu jadi gak nyaman deh Tolong diperbaiki ( Februari 2024 )",1,Negatif
"Pengiriman skg lama ya, ngk kyk dulu. Skg minimal 5-7 hari baru pesanan bisa diterima. Voucher 10k yg dijanjikan juga tanggalnya otomatis mundur. Ada apa dgn shopee yg skg ya... Sistem APKnya LEMAH. gampang diakali oleh pelapak. Banyak pelapak nakal, dr yg obral barang murah yg datangnya ngk sesuai deskripsi bahkan sangat jauh dr barang yg di tawarkan. SPT itu tidak ada tindakan apa2 dr shopee. Padahal pelapak sudah dilaporkan. Baik pelapak, dan barang yg di tawarkan dgn harga tidak masuk akal.",1,Negatif
Saya sangat senang berbelanja di Shopee dan transaksi lainnya menggunakan Shopee. Tp terkadang ada toko2 nakal yg bikin nama baik Shopee jd buruk dan membuat waswas sy untuk berbelanja. Tolong di perhatin lagi ijin untuk toko2 yg mau ikut Shopee agar kastemar Shopee juga tidak banyak yang kecewa dan merasa di rugikan itu saja terimakasih Shopee,5,Positif
"Kenapa ya notifikasi Shopee sering telat atau delay, kadang 10 menit baru masuk. Jadi suka telat respon chat dari buyer, atau HP ku yang lemot? Tapi notif WA, FB, YT, Gmail lancar",4,Positif
"Saya sangat kecewa,pas masuk akun lupa pasword,disuruh ganti pasword,setelah ganti pasword masuk akun kok bukan nama saya trus hilang semua riwayat transaksi,jadi gimana ini dong",1,Negatif
"Entah kenapa pengiriman lewat shopee lagi lama banget,estimasi 3 harian ini bisa seminggu padahal masih dari daerah yg deket,terus juga entah kenapa barangnya suka di bawa muter muter sama expedisi nya padahal udah di cab hub yg di wilayah penerima,tolong segera di periksa untuk bagian expedisinya ya dan ditingkatkan lagi,terima kasih",2,Negatif
saya belanja dari shopee ada yg puas ada tidak puasnya kalau pesen barangnya contok saya beli produk sandal yg datangnya tidak sesuai pesanan tolong lebih d tingkatkan LG kenyamanan pembeli,5,Positif
"Sekarang aplikasi nya sangat jauh berbeda dari yang sebelumnya, sekarang lebih cepat dan banyak fitur nya, payment nya mudah dan lengkap. Trims",5,Positif
Knp setiap buka aplikasi shopee selalu diarahkan ke shopee live?? Pd hal dulu tdk spt itu... klo mau buka apk lgsg muncul gmbr bkn lgsg ke shopee live.... Kuota internet jd boros krn lgsg diarahkan ke shopee live... Klo bs tlng diperbaiki lg spt dulu spy tdk merugikan pemakai setia shopee di indonesia.... Terimakasih shopee...,1,Negatif
"Belanja di shoope emang sangat baik dan berarti Yang sering bikin kecewa kurir dan jasa kirim, pesanan belum sampai dilokasi dan belum ketemu dengan pembeli, barang dikembalikan dengan alasan ditolak atau tidak ada di tempat, harap shoope memberi pengawasan yg teliti dan terstruktur demi menjaga etika bisnis.",5,Positif
"Shopee sudah mulai buruk lagi,, yang salah kurir dan tokonya konsumen yang kenak imbasnya,, kurir salah alamat padahal sudah saya kasih alamat yang jelas tapi barang di kembalikan ke tokonya,, sudah saya tunggu2 paketan datang eh malah barangnya di kembalikan ke tokonya,, yang lebih menyakitkan malah saya yang di salahkan katanya saya tidak sanggup bayar, trus saya dapat ancaman bahwa saya mau di beklis, ini yang salah siapa,!!!!!!???????????? Sebelum di beklis lagi lebih baik saya uninstal aja,",1,Negatif
"Aplikasi belanja online ysng bagus, aman dan terpercaya. Belanja jadi menyenangkan ( lebih mudah, lebih hemat, beragam produk berkualitas, serta pihak-pihak yang amanah / dapat dipercaya).",5,Positif
"Pengalaman saya, kalau beli di shopee harus lewat shopee komunikasi nya, kalau sudah pindah ke jalur WhatsApp jangan ya karna anda pasti kena tipu sprti pengalaman saya.",5,Positif
"haduh, gimana ya jelasinnya... kmrn saya bilang kalo live nya menganggu kok malah suruh hapus cache, kalau bisa ya min livenya itu gausa selalu di munculkan, baru buka ada live, pilih produk ada live, mungkin ya sebaiknya dibagian profil tiap tokonya ada tanda live lalu ""ketuk untuk melihat live"", jujur kecewa sih masa iya malah bersihin cache... hahahaha",1,Negatif
"Rata-rata Toko yang menjualkan produknya lewat shoope, hampir sebagian besar barangnya ada yg bermasalah. Entah itu barang yg tidak sesuai dengan yg di pesan oleh customer dan bahkan ada barang yg sudah rusak malah di perjual belikan. Saat proses pengembalian juga ribet, malah yg penjual produknya, yg sudah rusak malah minta banding sama kita yg pembeli yg jadi korban.",1,Negatif
Aplikasinya keren sangat mudah mencari barang yg kita inginkan cepat pengirimannya and barangnya murah sesuai harganya...,5,Positif
Shoopee memang bagus dan cocok untuk belanja online terutama bagi orang yang terlalu sibuk. Harga sangat bersaing. Memang ada beberapa penjual yang tidak amanah. Bagusnya shoopee karena didukung dengan adanya pedagang yang sangat amanah.,5,Positif
"shopenya sih bagus, tapi kurirnya kurang banget tolong sediakan fitur menilai tntg chat kurir/respons kurir sblm paket smpai ke tangan,sy mendapatkan kurir yang tdk ramah, culas, kdang suka nahan"" paket sy lalu diretur sendiri sm kurirnya, terus lama bales chat, dn 1 lagi sediakan fitur chat kurir setelah status pengiriman : telah diserahkan ke kurir biar bisa ngabarin kalau ga dirmh dan mungkin ini terakhir kali sy akan memakai aplikasi ini, padahal sy suka sekali pake shoope untk berbelanja :(",4,Positif
"Aku affiliator baru di shopee, sumpah kecewa bgt, 2 Minggu pertama lancar komisi aman, tapi stelah itu setiap yang komisinya lumayan gede (buat aku yang pemula) selalu ujung2nya di bikin gak valid, selalu yg valid yg angkanya kecil2.. Kalo emng gak memenuhi syarat masak aku perhatikan yg komisi nya gede doang yg gtu, yg kecil2 aman terus Sekali dua kali aku maklumin, tapi aku perhatiin kok terus2an begitu ya, kayak ada kesengajaan gtu",2,Negatif
"Maaf kak cuma kasih bintang 4, untuk aplikaaianya ok bagus saya suka, tpi untuk pengirimannya menggunakan spx, saya kurang suka, knapa peket saya d kembalikan sebelum sampai k tujuan, enak nya spx ongkirnya murah🙏",4,Positif
Saya belanja mengunakan metode cod.. Dan sudah 2 x saya gagal cod karna pihak sortir memulangkan pesanan saya..(bukan saya yg tidak jadi berbelanja tapi pihak jasa pengiriman paketny yg memilangkan ) dan saya mendapat peringatan jika 3x cod gagal maka sistem cod saya d non aktifkan selama 60 hari.. Sekarang nyatanya cod saya d non aktifkan padahal 2x gagal cod dan peringangatan 3x gagal bru d non aktifkan,5,Positif
"Baru download keluar terus, di pencet rada gak bisa, macet, pas mau check out malah keluar terus mati, padahal baru ganti hp, dan juga udh aku periksa apa ini hp ku yg bermasalah ternyata aplikasinya, tolong diperbaiki ya shopee, tapi udah terlanjur punya niatan ku hapus",1,Negatif
"Aplikasi nya bagus banyak diskon menarik, tapi tolong tambahkan fitur agar pesanan yang belum sampai saat tidak sengaja menekan tombol selesai maka tidak langsung selesai begitu saja tanpa Notifikasi",4,Positif
"maaf mungkin saya sudah lama menggunakan e-commerce ini aman, lancar dan puas semoga kinerja dari semua pihak ditingkatkan lagi dan ketika ada kendala atau error sebaiknya diinformasikan agar menjadi kepuasan dan pelanggan semua",5,Positif
"Aplikasinya bagus tapii kalo mau beli barang, barangnya gabisa cod saya gapunya rekening bank atau semacam nya jadi saya tidak bisa beli apapun yg saya inginkan di shopee",4,Positif
"Bagus dg variasi barang yg banyak,harga yg kompetitif serta yg tdk kalah penting ongkirnya yg relatif murah yg sangat diharapkan oleh konsumen kelas mendang mending,heheee...mantap buat si ORANGE 👍🏆",5,Positif
"Aplikasi shopi jadul,,loding setiap buka apa2 jg,,kalou mau laku coba bikin aolikasinya yg canggih jangan pakai lama mau buka game atou buka apapun jg,,ketinggalan jaman kebanyakan iklan,,di buka susah,,notipikasi setiap detik di buka lambat,,jadul",1,Negatif
"CS nya GG (ga guna) jika ada mslh dgn ekspedisi... jawabannya kayak robot, itu itu aja. dan mslh ekspedisi tak terselesaikan.. sering lambat dan spinjam nya pun.sekarang lambat proses persetujuannya... no recomended lah ..",1,Negatif
"Mudah,murah,jika barang tidak sesuai keinginan tow tidak seusai deskripsi mudah melakukan pengembalian.tapi tolong untuk aplikasi shopee agar lebih hati"" untuk toko yang tidak bertanggung jawab..",5,Positif
"Melakukan pembelian d Shopee sangat membantu, waktu lebih hemat, bisa membandingkan harga antara toko yg satu dengan yg lain. Dan banyak bonusnya. Appa selalu lancar. Trimksh Shopee",5,Positif
"bintang saya turunin dah kebanyakan driver, orderannya jadi sepi,korporasi aplikasi yang keterlaluan. bikin aturan sama sistem aplikator yang nggak jelas,dan aturan itu memaksakan driver. kasihan driver orderannya nggak stabil dengan hasil yang kurang. ntar kalau orderan saya ramai dan stabil bintang saya tambahin.",1,Negatif
Untuk zaman yg udah maju banget kaya sekarang. Bersyukur banget ada yg namanya aplikasi shopee dan ini sangat memudahkan urusan sehari² ya sepertinya soalnya semuanya ada di shopee terlebih bisa ada fitur pay later shopeepay dan lain sebagainya. Berharap smoga apk nya ga tambah ribet dan semakin memudahkan untuk sehari². Love more shopee❤️‍🔥,5,Positif
"Evaluasi kurir, paket saya 2x di lempar dengan kurir yang sama padahal saya ada di dalam rumah dan tidak ada info paket datang tp langsung lempar barang, beda dng kurir lain yg mengetuk pintu dan infokan paket tiba.",4,Positif
"Pengalaman pertama beli barang di shopee agak mengecewakan, tapi saya coba lagi pesen, Alhamdulillah sesuai terus pesenannya,, mungkin yang pertama itu Saya kurang detail lihat barangnya jadinya pas Dateng agak mengecewakan,,tapi sekarang saya senang belanja di shopee 🤗🤗🤗",4,Positif
"aplikasi nya sudah cukup bagus, tetapi tolong banget tambahin lebih detail lagi dong untuk proses pengiriman nya, misal ketika paket sudah pada proses pengiriman ke alamat tujuan bisa melihat kurir sudah dimana",5,Positif
"fitur autofill di pembelian token PLNnya cacat banget karena ngeautofill nomor token yg pernah di input secara random. lagi buru2 malah auto keinput nomor token orang lain. mana namanya di sensor lagi. Pagi2 RUGI 203 ribu gara-gara make Shopee. Kalo saldo gua ga balik, fix uninstall pindah ke Dana. disana adminnya juga cuma 1.500, di shopee 3.000",1,Negatif
"pengiriman sangat lama padahal sedang tidak ada even tertentu alias bukan dekat lebaran, natalan, imlek atau hari besar lainnya, pengiriman 1 provinsi biasanya cuma 2 hari palibg lama,skrg jadi 6 hari, sangat2 buruk. tidak recomended pkai apk ini kalau lagi buru2, mending pake laz, tokped atau tiktok lebih sat set",1,Negatif
Ahir² ini kenapa ya jasa pengirimannya itu suka gak akurat. Misal estimasinya sampe tgl 2-3 tiba² di tanggal 2 nya di cek lagi estimasinya ganti 3-4 . Sering banget begitu. Jd kaya di ulur² waktunya,2,Negatif
Sy sudah lama pakai apl shopee tp semenjak sistem pengiriman yg dijemput kurir pesanan jd lama karena gak diambil ambil sm kurir nya. jd tolong untuk sistem pengiriman nya itu diperbaiki biar kita yg beli gak kecewa. Terimakasih,5,Positif
"Aplikasi nya bagus namun masih banyak yang penipuan disini saya sudah beberapa kali tertipu bahkan uang saya tidak dikembalikan, terkadang mau belanja pun ada keraguan takut ditipu lagi, barang yang dikirim tidak sesuai 😥😥 buat pihak sopi.. yang toko dan reseller nya yang tidak amanah dan bertanggung jawab tolong diblokir dari sopi supaya kita semua yang belanja terbebas dari yang namanya dari penipuan, dan kita pun nyaman belanja nya tanpa keraguan ada nya penipuan itu saja saran dari saya",5,Positif
Maksudnya shopee ini bagaimana.. hp ke reset.. mau masuk akun harus scan barcode untuk verifikasi dengan akun shopee.. sedangkan saya saja tidak bisa masuk akun karena wajib scan barcode.. terus gimana,1,Negatif
"Di perbaiki lagi performa nya,,terlalu lemot dan banyak bug nya,,d luar itu tidak ada msalah apapun👍👍👍👍",4,Positif
"Feb 2025, baru buka app, langsung buka video, suara gak bisa hilang, bahkan app ditutup suara masih ada",1,Negatif
Shope sangat membantu belanja online saya jafi lebih cepat .tidak menunggu lama.tapi shope tudak bisa batal otomatis ketika kita ingib mengubah pembayaran ataw mengubah produk dan lainnya,4,Positif
Kenapa shoope jadi sering eror setelah di update.. Sudah di instal ulang tapi tetap aja error.. Mau buka pesanan jaringan tidak tersedia... Yang bener aja,1,Negatif
"tolong sekali kembalikan fitur untuk memilih ekspedisi pengiriman, karena sering kalau secara otomatis gini ekspedisi hampir selalu terlambat",4,Positif
"Tolong dong dibuat agar riwayat belanja bisa dihapus di akun customer, karna kadang mau beli yang pernah dibeli susah dan lama nyarinya ketumpuk sama yang ga penting, dan biar lebih privasi lagi",4,Positif
ini gimanaya tagihan paylater bulan januari kemarin udah bayar lebih awal tanggal 18 kenapa tagihannya masih ada...kok d anggap gak bayar sih....saya menyesal bayar lebih awal...gak d anggap bayar sama aplikasi...padahal bukti tranfernya ada,2,Negatif
setiap pengiriman selalu mengalami kendala barang kadang tidak sampai tujuan padahal sudah 2minggu lebih.. kalo bisa jangan ditunda tunda,2,Negatif
"Ribet bgt skrg shopee klo mau login tapi akun masih nyantol ke hp lain. Padahal hp sebelumnya mati total makanya login pake cara lain, ini ujung2nya suruh scan QR pake hp sebelumnya. Ya gabisa njir?? Trs juga dihp sebelumnya udah clear data alias log out",1,Negatif
saya sebagai penjual sedikit kecewa padahal saya cuma mau narik uang saya dari hasil penjualan saya tapi katanya ada aktivitas berbahaya ga masuk akal banget masih ada 2 pesananan lagi kalo semuanya gabisa di ambil bener bener parah niat nyari rejeki malah jadi buntung !!!,2,Negatif
"Yaa ampun shopee skrng lemot nya minta ampun deh, pdhl udh di update, kuota masih 20gb, jaringan lancar jaya, tp pas buka shopeefood loading trs nyampe tumbuh lumut😭",4,Positif
"Debes bgt tpi soal sinyal ,sinyal aku udh bagus kam udh maksimal tapi saat mau ganti alamat tiba""eror gk ada sinyal kta nya padahal sinyal aku bagus bgt tpi gpp bintang lima aku kasi",5,Positif
"Saya adalah penguna shopeepay latter, selama hampir 2 tahun saya menggunakan nya, dan saya tidak pernah terlambat untuk membayar tagihan. Pas di bulan ini. Saya pindah perusahaan dengan perol lebih lambat dari gaji sebelumnya. Jadi terlambat kurang lebih 7 hari. BEHH ANCAMAN NGERII WAKK MACAM MAU DI KUBUR AWAK BESOK, PADAHAL SUDAH SAYA BILANG BAIK BAIK. MAAF BUK, PEROL SAYA TANGGAL 10 KARNA PINDAH PERUSAHAAN. GPP DENDA NYA SAYA BAYAR. YANG SEBAR DATA LAH ANCAMAN TEROR LAH. Broo gw nasabah lo.",1,Negatif
"Per tanggal 4 Februari 2025, Jam 21:21 WITA. Saya top up saldo shopeepay 250.000 dan saya ingin memindahkan saldo melalui fitur transfer ke e-Wallet Gopay saldonya tidak ada masuk dan konfirmasinya telah sukses/berhasil. Padahal saya tidak ada salah nomor gopay dan saya cek sekali lagi benar kok nomor gopay saya, agak kecewa sama fitur transfer e wallet dari shopee ke payment yang lain saldo saya malah gak masuk ke gopaynya dan saldo saya tidak dikembalikan 👎🏻👎🏻👎🏻",2,Negatif
